Song,Artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dataset,kmeans,dbscan
夢醒時分,Wu Bai,5EKZ2wb7RIk5Q8X1ZegaQX,0.591,0.619,2,-6.856,1,0.0278,0.015,0.0,0.318,0.567,132.151,Not Hot,2,0
Changes,ShaqStar,5bEYvX4k2MVBMIWpJw6QfM,0.562,0.471,8,-8.0,1,0.142,0.463,0.0,0.11,0.161,119.287,Not Hot,6,0
Sway,Michael Bublé,2ajUl8lBLAXOXNpG4NEPMz,0.713,0.639,2,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,Not Hot,3,0
Direct Drive,Larry Heard,49kzqgBFwtTpcH63KIMgXR,0.808,0.753,4,-9.914,0,0.0526,0.000229,0.873,0.0899,0.504,119.997,Not Hot,5,0
Allah Waariyan,Shafqat Amanat Ali,6YYVzVapUF3UnZQ0igasl3,0.483,0.781,4,-5.926,1,0.0445,0.349,0.0,0.126,0.801,83.782,Not Hot,2,0
Fishin' Hole,Stephen Lynch,3xw2op6YmIuy1yVxt3iZ4p,0.794,0.303,0,-12.163,1,0.0436,0.424,0.0,0.0493,0.509,120.126,Not Hot,6,0
The Green River Killer,Apartment 213,12eNFSD2IVbUYNcFZXCV6x,0.252,0.939,10,-11.679,0,0.152,7.01e-05,0.849,0.0746,0.0695,164.058,Not Hot,5,0
Pon De River Pon De Bank,Elephant Man,1tCWnejv08195hF9ZSS3X3,0.692,0.677,1,-6.225,1,0.371,0.0741,0.0,0.111,0.848,101.087,Not Hot,2,0
The Christmas Song (Merry Christmas To You),Nat King Cole,58t7xfViNzX4kVeYTAAlao,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,Not Hot,6,0
Maggie May,Rod Stewart,6vjQCBm2VUuImpkGNEywmL,0.594,0.719,2,-6.212,1,0.0387,0.481,0.0722,0.124,0.494,129.337,Not Hot,2,0
Around For You,Alex Keeper,3TU0TQUp9FeXXCp3BTe12u,0.697,0.425,10,-14.948,0,0.0403,0.743,0.0423,0.108,0.151,116.017,Not Hot,6,0
I'll Be Your Mirror,The Velvet Underground;Nico,4PINSJIlBWsnVeveicq1S8,0.609,0.295,7,-14.933,1,0.0328,0.176,1.86e-06,0.0859,0.279,108.976,Not Hot,6,0
"Tchaikovsky: Eugene Onegin: Itak, poidyom... Uzhel ta samaya Tatyana - Act Three",Ivan Petrov;Galina Vishnevskaya;Eugene Belov,6uRBoVPbWs7axkEq8MoOKr,0.381,0.26,5,-12.679,1,0.0649,0.98,0.00194,0.202,0.277,75.574,Not Hot,6,0
Passe Livre,Teodoro & Sampaio;César Menotti & Fabiano,5EgX44vNML9Kxw2XY8hVvw,0.471,0.522,0,-6.365,1,0.0313,0.296,0.0,0.322,0.595,176.022,Not Hot,7,0
Winter In My Heart,The Avett Brothers,1PsqGUXy4eFdOKOmafn2ea,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,Not Hot,6,0
Sálvora,Huma,4DQQVW7EsOWJKd4OMRBB0x,0.0704,0.0115,0,-31.98,1,0.0422,0.952,0.732,0.12,0.0385,75.309,Not Hot,4,0
Happiness Amplified (ABGT499D3) - Above & Beyond Club Mix,Above & Beyond;Richard Bedford,14qgM5yGL5txxssgQqM5Bh,0.564,0.693,1,-7.916,1,0.045,0.00263,0.0202,0.227,0.107,127.977,Not Hot,7,0
Diz Que Quer Ficar,Sorriso Maroto,5tVHxJYgU208JgL9YgFnQE,0.543,0.656,9,-8.1,1,0.0414,0.689,0.0,0.628,0.644,145.226,Not Hot,0,0
Infinite Ammo,Le Castle Vania,0nEeyKLtk5vTlbcdvgrCOH,0.597,0.96,7,-1.94,0,0.0627,9.38e-05,0.89,0.325,0.144,127.016,Not Hot,5,0
Picante,Busy Signal,1cM3HvkOxMKfIoQ2oOrq7k,0.825,0.515,6,-9.533,0,0.078,0.0219,4.74e-05,0.0918,0.225,113.055,Not Hot,3,0
Paris Ka Trip,Yo Yo Honey Singh;Millind Gaba;Asli GOLD,4t22MCG1GHjKlXRCIlJlDd,0.814,0.723,7,-5.638,1,0.235,0.178,0.0,0.0445,0.768,74.981,Not Hot,2,0
Nothing Like You,Stephan Bodzin;Luna Semara,7ujvbItuOqPEA659UYI6xh,0.636,0.483,9,-13.417,1,0.0429,0.0735,0.534,0.0884,0.105,124.994,Not Hot,5,0
Wajah,Piyush Bhisekar,13bxvI8AveCg4FOJTCULnb,0.563,0.212,9,-12.493,1,0.0332,0.468,4.03e-06,0.206,0.219,87.939,Not Hot,6,0
祝福,YOASOBI,7ajpbW6tBpqUI9foCtwlLw,0.553,0.958,4,-3.159,0,0.073,0.0186,3.08e-05,0.297,0.541,170.045,Not Hot,7,0
Filho De Jorge - Ao Vivo,Juninho Thybau,1Ck15KMOqQOVx4nu6Rv57m,0.411,0.799,7,-5.813,0,0.168,0.524,0.0,0.956,0.758,91.596,Not Hot,0,0
Drums Of War,Sub Sonik,6rUlXC375tM8gsgQy5K110,0.39,0.99,8,-1.572,1,0.439,0.0188,0.0,0.306,0.175,155.064,Not Hot,7,0
I Live For That Energy (ASOT 800 Anthem) [ASOT 1090] [Service For Dreamers],Armin van Buuren,2YYVPeCDpnCKo7mMnY4T4m,0.312,0.841,1,-8.6,0,0.0403,0.00169,0.00909,0.176,0.528,131.981,Not Hot,7,0
Would You Still Be There,Of Mice & Men,4Xe8ybuHb2CKiFc55bp8VZ,0.513,0.917,10,-3.612,1,0.0505,5.86e-05,7.1e-05,0.309,0.481,96.022,Not Hot,2,0
BOND OF TRUST,THE RAMPAGE from EXILE TRIBE,0P6Sri9zqvYC7Eswgmfeul,0.677,0.912,11,-3.592,0,0.0361,0.216,0.0,0.16,0.614,107.977,Not Hot,3,0
Expose,Gideon,2j2CRl98OHSlRwL4KCYudv,0.318,0.995,6,-1.76,1,0.179,0.00875,0.0,0.426,0.49,175.756,Not Hot,7,0
錯過的煙火,Jay Chou,5nC1a5eO57T4vJ32TpE5n6,0.451,0.809,5,-7.71,0,0.0383,0.0147,1.79e-05,0.175,0.307,180.092,Not Hot,7,0
Como un burro amarrado en la puerta del baile - 2008 Remastered Version,El Último De La Fila,6IMIx38wIqHoLTdGcBwyEC,0.651,0.873,7,-4.719,1,0.0367,0.075,0.0,0.19,0.868,82.655,Not Hot,2,0
"No ja znaju, ty ljubish' drugogo",Vadim Kozin,2xRdvPX2IrKELYj9WvshTp,0.488,0.156,0,-11.457,0,0.0922,0.981,0.00855,0.116,0.402,130.864,Not Hot,6,0
Alguien Como Tú,Paolo Plaza,60GPk3Q9dYRAvj3z4w3uvt,0.682,0.907,9,-3.436,0,0.0575,0.65,1.51e-06,0.0851,0.965,170.051,Not Hot,3,0
Det stora röda huset - med Kungliga Filharmonikerna,Benjamin Ingrosso;Royal Stockholm Philharmonic Orchestra,2AMZun267ZIcYISHbsAV3y,0.288,0.281,6,-10.733,1,0.031,0.732,0.0,0.135,0.347,85.287,Not Hot,6,0
City To City - Original Mix,Ed Solo;Deekline,09iUJKcoQuZVQMnrANIOj1,0.665,0.98,9,-3.054,1,0.041,0.00498,0.0,0.205,0.8,175.13,Not Hot,2,0
Mizhikalkkinnenthu Velicham,Rahul Rajeev;Blesson Thomas,1EddaL9a7UbyHNchrXIP7E,0.695,0.216,4,-10.677,1,0.0385,0.764,0.0,0.362,0.488,79.497,Not Hot,6,0
Skaters Boogie,Jo Ann Castle,3TEF19OszRJEYFO5ecEh2y,0.498,0.869,0,-7.948,1,0.0346,0.725,0.11,0.0661,0.935,127.617,Not Hot,2,0
Kimi ga Kureta Mono,Shizuka Kudo,3iTUAlf4nLwuZhlRMGs0IQ,0.53,0.502,3,-7.641,1,0.0304,0.733,0.0,0.131,0.251,142.08,Not Hot,6,0
I Don't Trust Nobody - Slowed and Reverb,ZRobb;Shiloh Dynasty,5kFWqLVb9idG4f52ZVD99r,0.483,0.24,9,-18.583,0,0.0883,0.919,0.726,0.155,0.506,95.164,Not Hot,4,0
Donde Vas,Timoneki,64hHlwJnvR9bOgSF5fYXjN,0.564,0.62,7,-7.976,0,0.0399,0.0443,0.0133,0.0798,0.487,180.008,Not Hot,3,0
SHIVA (Sunburn 2017 Anthem) [feat. The Golden Army],KSHMR;Marnik;The Golden Army,2OmTzSUtti3Z1WjiiEnF26,0.511,0.971,3,-2.956,0,0.236,0.00495,0.0147,0.171,0.56,140.048,Not Hot,3,0
Rangisari Lofi Mix,Kanishk Seth;Kavita Seth;Kedrock;Sd Style,2R3CJquLzefg8IYp0K0hnB,0.424,0.451,10,-7.874,1,0.0291,0.707,1.53e-05,0.151,0.136,139.972,Not Hot,6,0
Abraça-Me - Ao Vivo em BH,David Quinlan;Heloisa Rosa,1QrwPl2n8TeAmsgIPPAcxb,0.287,0.614,7,-7.714,1,0.0313,0.206,0.0,0.299,0.433,139.627,Not Hot,7,0
"La bohème, SC 67 / Act 1: ""Si può"" - ""Chi è là?""",Giacomo Puccini;Michel Sénéchal;Rolando Panerai;Luciano Pavarotti;Nicolai Ghiaurov;Gianni Maffeo;Berliner Philharmoniker;Herbert von Karajan,6quCPcNuoheYJtQL7A9zNv,0.416,0.231,9,-16.997,1,0.0796,0.977,0.018,0.224,0.288,114.603,Not Hot,6,0
Dishwasher 1 - Loopable,Loopable;Lavavajillas,5Kgp6owCmDS0zoaPpezuIP,0.155,0.0875,3,-13.154,1,0.0522,0.157,0.968,0.146,0.0212,68.103,Not Hot,4,0
Invisible - Paul Kalkbrenner Remix,NTO;Paul Kalkbrenner,2xUsXYIiK18wSnv2SXFGtj,0.705,0.597,1,-8.817,0,0.0406,0.393,0.838,0.103,0.465,128.001,Not Hot,5,0
Levante,Satin Jackets,35ME0Y7EEMKJ4nSM4SPhAX,0.55,0.484,5,-11.533,1,0.0277,0.00382,0.946,0.272,0.136,102.001,Not Hot,5,0
Virgo,Le Youth,4lgEtC1W3xZSRFoJuPLmkk,0.593,0.871,8,-8.068,1,0.0386,0.279,0.894,0.131,0.0719,121.994,Not Hot,5,0
牆外,Namewee;小花,0uwKnegrsnDSCHiEoC57tQ,0.73,0.48,9,-6.405,1,0.0387,0.853,0.0,0.337,0.623,138.044,Not Hot,2,0
Adam,Ishome,5JzTn1lBtfCwPvQmfBbwDp,0.731,0.508,9,-12.463,0,0.061,0.0306,0.875,0.0876,0.233,140.002,Not Hot,5,0
Born Yesterday (Tritonia 400),Tritonal;Brigetta,0BkfeemCDp8WmuKVnrwBaN,0.571,0.91,8,-4.136,1,0.0963,0.247,0.0671,0.0847,0.176,129.932,Not Hot,7,0
Gabriellas sång - Så mycket bättre 2020,Jakob Hellman,6n0CUGAGLTicpW4QXARfNL,0.543,0.632,2,-6.644,1,0.0295,0.138,0.0,0.174,0.676,123.954,Not Hot,2,0
Fed Up,Ghostemane,0BV0AYGLVlu2SdjN3J9twp,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,Not Hot,5,0
Arabskoe tango,Nikolay Nikitskiy,3fUK6eJKy95F4fdLosRzzi,0.63,0.229,4,-10.883,0,0.0383,0.914,2.1e-05,0.16,0.532,106.979,Not Hot,6,0
Sugar,Robin Schulz;Francesco Yates,4lftmZjJPhQ9fR67DFiO8n,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,Not Hot,3,0
I'm Good (Blue),David Guetta;Bebe Rexha,3hTS0dFgLus7rechtNe8pP,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,Not Hot,3,0
Macho Freak,Lordi,7fZRMcpTc9OaqhDKLFbqr9,0.58,0.874,2,-5.163,0,0.0482,9.28e-05,1.89e-06,0.237,0.548,121.085,Not Hot,3,0
Perfect Melody,Jonas Blue;Julian Perretta,40t55nQzpBz95XU3goGALJ,0.815,0.771,8,-6.052,0,0.0392,0.104,0.0027,0.067,0.546,117.941,Not Hot,3,0
Believe Me,Navos,4fwsVntYxoO1BuozlWFM0H,0.629,0.876,5,-5.572,0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,Not Hot,3,0
Tengo un Nuevo Amor - Salsa,David Y Abraham,6jtT0TU60r0ECBtRtNe335,0.734,0.658,0,-6.544,1,0.0359,0.386,1.24e-06,0.315,0.833,90.695,Not Hot,2,0
Valley Of Violence,Zomboy,1jz6nNE00KCKqVXCzBr5JW,0.378,0.967,8,-2.649,1,0.131,0.00149,0.758,0.08,0.139,95.066,Not Hot,5,0
Autumn Fog Lifts - Yearbook Version / Remastered,Milieu,13JA5wH9zrY23pUjxlxUtx,0.775,0.444,8,-9.877,0,0.0804,0.0367,0.853,0.184,0.785,160.011,Not Hot,5,0
Long Jump,Marco Carola,5s9JG7OfeYy2HkuEkX3xgd,0.815,0.829,10,-11.664,0,0.0549,2.01e-05,0.896,0.0993,0.651,124.026,Not Hot,5,0
My Lie,Avatar,0NhJhiXqLYgc08HJwFYakH,0.464,0.966,5,-5.561,0,0.0828,3.37e-05,0.00661,0.0535,0.453,92.596,Not Hot,3,0
No Sleep (feat. Bonn),Martin Garrix;Bonn,1ahVFh0ViDZr8LvkEVlq3B,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,Not Hot,7,0
A media luz,Hugo Del Carril,56hVuDeMiJnFmhxJFiBnoh,0.505,0.471,2,-8.727,1,0.181,0.98,6.68e-05,0.156,0.83,173.66,Not Hot,6,0
Hot in It,Tiësto;Charli XCX,1vXNHt7Vj7U75R0qV2YrOu,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,Not Hot,2,0
Capable of Lies,The Bombpops,5AFtplOqaP5Ji21E5HC5Wk,0.566,0.929,2,-4.663,1,0.0344,2.2e-05,0.0,0.0993,0.811,107.436,Not Hot,2,0
Mourn,Sentenced,4KcNupwVIuM2AOoiKdgpRf,0.447,0.556,4,-8.112,0,0.0306,0.0355,0.894,0.0937,0.13,130.042,Not Hot,5,0
ファンファーレ,sumika,185espHo2bItrvYrUUkDhe,0.63,0.945,3,-2.354,1,0.0487,0.0282,0.0,0.255,0.715,109.092,Not Hot,2,0
吻別,Alan Tam,3Uuct3U6h774BJjWDYLZW2,0.431,0.212,0,-16.007,0,0.0313,0.742,2.32e-05,0.144,0.141,139.308,Not Hot,6,0
Psychosis,JEANIE,3IdAUabJOiQJs7t65Cxxev,0.596,0.906,2,-0.481,1,0.164,0.00122,0.0231,0.329,0.0718,144.864,Not Hot,7,0
Crazy For You,Adele,2Mu0WHDu931jSNOC6GDIp5,0.707,0.139,7,-12.3,1,0.0507,0.91,0.0,0.105,0.323,85.868,Not Hot,6,0
Warfare,Toxic Holocaust,2O252lbbCXfgM4xkhLrWD9,0.341,0.976,2,-5.634,1,0.0716,4.35e-06,0.0125,0.141,0.399,105.38,Not Hot,7,0
SAYONARA,Aries,3h0xzCrYEVVFhhycY7jGBs,0.548,0.63,5,-6.1,1,0.0343,0.0111,0.000721,0.128,0.338,75.972,Not Hot,2,0
Why I Broke Up with You,Madeline The Person,68IHC5WBTUoJ80F1gDoinu,0.619,0.469,10,-7.387,1,0.0373,0.797,5.55e-05,0.103,0.525,77.662,Not Hot,6,0
Chillayile,K. S. Harisankar,5pywRFY3u5QGNeVKTCBegl,0.622,0.468,5,-8.532,1,0.0378,0.845,1.1e-06,0.117,0.491,75.086,Not Hot,6,0
About Damn Time,Lizzo,41rBqFWkqhp4q36QjFh1gZ,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,Not Hot,3,0
Adivina,Totoy El Frio;Beéle,0CyUdgFb9ukEGHKOFXHheo,0.608,0.791,11,-4.81,1,0.0938,0.142,2.21e-06,0.29,0.33,115.635,Not Hot,2,0
Driving to Hawaii,Summer Salt,1l9hj8jFK4bEsRguwqMrKJ,0.348,0.638,7,-4.907,1,0.0403,0.719,2.03e-05,0.255,0.299,186.826,Not Hot,7,0
Horário de Verão - Ao Vivo,Turma do Pagode,49BfJjMs40ki2rIRX4IbN3,0.523,0.827,2,-7.975,1,0.0406,0.553,0.0,0.798,0.443,93.026,Not Hot,0,0
Preto no Branco (feat. Eli Soares) - Ao Vivo,Preto no Branco;Weslei Santos;Eli Soares,4M9S5OqJw8pxCQUPwnkDbR,0.679,0.79,6,-6.6,0,0.0673,0.233,0.0,0.624,0.541,101.949,Not Hot,0,0
A Vida É Você - Live,JM Puxado,07cmIXqsUogBs5J7nEfq0r,0.648,0.857,7,-6.518,1,0.0541,0.763,4.16e-06,0.508,0.735,95.171,Not Hot,0,0
"Magiskt, men tragiskt",Håkan Hellström,5FMsd0fQLiSM2IQKRmMAVM,0.213,0.953,9,-4.718,0,0.1,0.00045,0.0,0.131,0.115,123.03,Not Hot,7,0
Breathe - 2square Remix,Télépopmusik;Angela McCluskey;2square,7FHx5qvlbu5VeABLSGuLAX,0.727,0.66,1,-12.566,1,0.0397,0.251,0.000661,0.108,0.527,115.993,Not Hot,2,0
Salva Mea - Live At Alexandra Palace,Faithless,2Lg2PtGdXUKcr6jbzntASS,0.423,0.962,0,-6.877,1,0.115,0.00113,0.00038,0.731,0.0573,126.998,Not Hot,0,0
Michelle,Brian Crain,6nbEAEwMMTMFkifxQQPovY,0.453,0.106,5,-20.812,0,0.0484,0.992,0.939,0.111,0.127,119.065,Not Hot,4,0
quem vai dizer tchau,ANAVITÓRIA,4oOmRoG2lWjv6COrTT8Z28,0.646,0.372,5,-9.889,1,0.0272,0.559,0.000493,0.199,0.35,129.012,Not Hot,6,0
Devil is Your Master,Devil Master,2qEZ9UahhIrtvJ7WkQpl3D,0.234,0.991,11,-5.322,0,0.0863,1.17e-06,0.807,0.362,0.0487,178.967,Not Hot,5,0
COPYCAT,Billie Eilish,5w7wuzMzsDer96KqxafeRK,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,Not Hot,3,0
Love Me Two Times,The Doors,67HxeUADW4H3ERfaPW59ma,0.684,0.698,9,-6.219,1,0.041,0.332,5.16e-06,0.122,0.839,132.846,Not Hot,2,0
Mariposa,Charlie Cruz,0hVIXs5cBT37b8BMOXg9zR,0.73,0.749,7,-4.506,1,0.0459,0.54,0.0,0.151,0.55,92.014,Not Hot,2,0
Seventies,MAX,2zIT6TkPVh1XqWZ1ibey64,0.678,0.943,5,-4.734,0,0.0363,0.0163,4.17e-05,0.0798,0.828,149.952,Not Hot,3,0
Caje (Album Edit) - Orginal Version,Niconé;Sascha Braemer;Narra,2rfJqaiKKH2VFzj61oscaa,0.708,0.735,10,-9.656,0,0.0604,0.0163,0.61,0.0993,0.72,122.959,Not Hot,3,0
Frosty The Snowman,Ella Fitzgerald,4lJX2CpRZKPWAIOzOdvENF,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,Not Hot,2,0
FU2 (feat. AJ Channer of Fire From The Gods),Hyro The Hero;Fire From The Gods,5yLQ9epAVnt9Tx19izzDI5,0.599,0.874,2,-6.363,1,0.049,8.86e-05,0.000326,0.08,0.339,129.993,Not Hot,7,0
I Met Sarah in the Bathroom,awfultune,0mr8FAnN9X70p5KRUwMIJx,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,Not Hot,6,0
Celebration - Single Version,Kool & The Gang,22sTK2yvAQOwc5jzDmacHc,0.885,0.856,1,-5.396,1,0.0554,0.181,0.0367,0.092,0.9,121.65,Not Hot,2,0
Growing Up Beside You,Paolo Nutini,5mq2tutI68FRDD8CiYOsYS,0.504,0.51,7,-10.79,1,0.0415,0.771,7.61e-05,0.0766,0.0834,95.182,Not Hot,6,0
Loco por Tu Amor,Eddie Santiago;Tito Gomez,3IZfdsQA9zeZZU5O3ESREh,0.838,0.89,8,-3.317,1,0.0335,0.619,1.08e-05,0.215,0.927,105.272,Not Hot,2,0
Massacre,Kim Petras,1QuEakfDCo0mHPBN02KYQ7,0.503,0.506,0,-7.554,0,0.0332,0.0989,0.0,0.352,0.11,89.888,Not Hot,3,0
The Fool On The Hill - Remastered 2009,The Beatles,6rHh8urosEFRI67xVa6fzU,0.356,0.26,4,-10.577,0,0.0314,0.913,2.1e-06,0.105,0.49,144.184,Not Hot,6,0
Тысячи птиц,FACE,2Xm7PDrm7BjRbqMsnwWUla,0.679,0.524,4,-7.361,0,0.123,0.104,0.0,0.122,0.162,93.543,Not Hot,3,0
Shallow,Boyce Avenue;Jennel Garcia,2WihaIEZnX9dNRinCebwUj,0.649,0.336,7,-6.823,1,0.0322,0.782,0.0,0.0942,0.337,95.988,Not Hot,6,0
Suco de Fruta,Mikezin;Greezy,4sbR19WEgjJUfRsU1z2DY2,0.852,0.745,3,-6.821,0,0.221,0.772,1.73e-05,0.116,0.779,123.038,Not Hot,3,0
Good On You - MOTi Remix,Krewella;Nucleya;MOTi,30PysXbn5cVodLBPGV2FWb,0.533,0.8,6,-4.665,0,0.0773,0.00341,0.0,0.514,0.271,126.026,Not Hot,3,0
Apocalypse,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,Not Hot,5,0
Inhumane,Gruesome,7vDduboyWaeEvzxulUMZaO,0.172,0.955,2,-7.113,1,0.0969,2.62e-06,0.734,0.296,0.237,170.256,Not Hot,7,0
MAJESTIC BABY,COMPLEX,0tUF5lz1WjAZPZ8crFB6kV,0.337,0.976,1,-3.365,0,0.165,0.00047,0.000294,0.364,0.27,192.129,Not Hot,7,0
Edding 850 - Original Mix,Format:B,652AiJzLh0eVawEnf4xzLc,0.797,0.626,0,-5.942,1,0.0612,0.0011,0.873,0.0561,0.379,126.01,Not Hot,5,0
Rei do Meu Coração,Gabi Sampaio,3IGrdj1sjV19PjVU1S3bmq,0.337,0.645,9,-5.376,1,0.0351,0.277,0.0,0.061,0.198,140.402,Not Hot,7,0
moonlight,dhruv,70MgcT507FGdoDBBLdmsqu,0.732,0.502,2,-11.229,1,0.172,0.634,0.00123,0.104,0.565,92.064,Not Hot,6,0
Muñeca Brava,Adriana Varela,1PtZsX4W6Oe80V5mdh0oMg,0.63,0.0932,7,-16.836,0,0.0617,0.965,1.78e-05,0.104,0.633,106.427,Not Hot,6,0
Enslaved by Propaganda,Terrorizer,4sYbLpZNO7pHwyzTdNtcaT,0.286,0.977,2,-12.871,1,0.085,8.68e-06,0.965,0.244,0.048,108.043,Not Hot,5,0
Amárrame,Mon Laferte;Juanes,4f2pSxIgf6TLd6O8GaC33a,0.565,0.667,5,-4.679,0,0.0495,0.24,0.00166,0.106,0.78,180.041,Not Hot,3,0
El Preso Número 9,Los Tres Caballeros,4Im0speRB37D00RNeKpMk3,0.611,0.436,2,-6.819,0,0.0505,0.859,6.94e-06,0.0994,0.573,123.499,Not Hot,6,0
Bust Your Windows - Cover of Jazmine Sullivan,Glee Cast,5JAxXI5nw6JLEDLgXsKtSQ,0.409,0.774,7,-4.716,0,0.122,0.606,1.63e-06,0.0821,0.734,110.033,Not Hot,3,0
Brush Your Teeth,Super Simple Songs,5EdpMGmk3cRAaB3m8mmG2r,0.916,0.265,6,-11.198,0,0.0735,0.035,0.0,0.0907,0.688,132.058,Not Hot,3,0
Dale Hasta Abajo,Chris Jedi;Joey Montana,1Gq202pQaNT0U9lbcVrPha,0.686,0.915,10,-2.756,0,0.0449,0.079,0.000275,0.107,0.743,100.003,Not Hot,3,0
Jump - 2015 Remaster,Van Halen,5FqYA8KfiwsQvyBI4IamnY,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,Not Hot,2,0
What They'll Say About Us,FINNEAS,5jqBYCKbXjoo4rgjOfFQzE,0.538,0.318,7,-13.036,0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,Not Hot,6,0
Matriz ou Filial,Jamelão,0FhL00GjYLTNT7kIS9kRPl,0.568,0.438,0,-10.504,1,0.0419,0.523,1.28e-06,0.0683,0.562,79.907,Not Hot,6,0
Divergence - Radio Edit,NG Rezonance;PHD,7sLknEg8aVr0m5ZuCja7b3,0.148,0.993,0,-7.696,0,0.0922,0.0097,0.937,0.0376,0.0928,140.001,Not Hot,5,0
Bappi,Jamie Jones;The Martinez Brothers,4jHiBP6xFggG8uUuc7u0WE,0.787,0.842,1,-7.295,1,0.0473,1.66e-05,0.86,0.0729,0.127,127.992,Not Hot,5,0
Family Complex,Shiritsu Ebisu Chugaku,7tJHKG9xoHZ7ZD1JZdR7cu,0.349,0.94,2,-2.39,0,0.119,0.0511,0.0,0.22,0.375,99.929,Not Hot,7,0
"Ranjha (From ""Shershaah"")",Jasleen Royal;B Praak;Romy;Anvita Dutt,72zHuDxFQTjbL51qJQSA7j,0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,Not Hot,6,0
Mama Laudaaa - Apres Ski Edition,Almklausi;Specktakel,6NcruLjcmzmgwwpW09HXzT,0.614,0.974,11,-2.153,1,0.102,0.199,0.0,0.358,0.896,140.027,Not Hot,2,0
Fx,Yo Speed,7gJ8X7H3mlQXZjhwwXD2YJ,0.613,0.952,7,-4.973,1,0.051,0.00018,0.49,0.155,0.448,130.004,Not Hot,5,0
Peter Pan,El Canto Del Loco,1CpWqI3urmAcLTsv9YXsBr,0.583,0.835,4,-3.312,1,0.0321,0.291,0.0,0.147,0.525,92.477,Not Hot,2,0
Devoted to You,The Everly Brothers,4FrMb1ckGBrhARbHySQKx5,0.587,0.34,3,-9.387,1,0.0256,0.834,0.0,0.0955,0.526,90.523,Not Hot,6,0
Where Do We Go,lama,6j3SCtszgNX4AqxZZntSTy,0.363,0.66,1,-8.251,1,0.0539,0.0665,2.38e-05,0.166,0.381,135.224,Not Hot,7,0
好久不見,Eason Chan,7LHaRfgjJzOEzvnAZVxxtR,0.312,0.242,0,-14.149,1,0.0327,0.772,0.00454,0.184,0.113,114.469,Not Hot,6,0
Hoje,Camisa de Vênus,6eXJxoEYDHPf6Yb0CRY1iY,0.521,0.8,9,-10.508,1,0.0391,0.00529,0.0,0.0866,0.729,104.587,Not Hot,2,0
Bizet: Carmen Suite No. 1: III. Intermezzo,Georges Bizet;Orchestre Philharmonique De Strasbourg;Marko Letonja,1pILESnhfceO3VwYu75SoM,0.186,0.0678,3,-26.542,1,0.0393,0.815,0.925,0.132,0.0421,65.528,Not Hot,4,0
I Got the Hots,The Soft Boys,0qR3E3iLBjDBeeTS7xCoLf,0.414,0.675,11,-9.715,0,0.0531,0.0175,0.0631,0.121,0.581,105.869,Not Hot,3,0
Subterranean,In Flames,2ZrBZRHoQ1oRCPBdMq2tjn,0.288,0.907,2,-8.215,0,0.0684,1.3e-05,0.474,0.212,0.378,111.349,Not Hot,5,0
心酸的情歌,巫啟賢,6HhUjrmvdxYJdigpk9ssOL,0.633,0.702,4,-9.523,0,0.0448,0.267,0.0,0.103,0.603,128.003,Not Hot,3,0
Fever Dream,Palaye Royale,56nQ0EwaDX0X1TFGrDVC0b,0.326,0.894,1,-4.972,0,0.0643,0.000984,0.0,0.363,0.164,129.43,Not Hot,7,0
Impact USA (The Earth Is Burning: Diversion),Orbital,6vKNmeqan3wq1iBHfRCaPH,0.573,0.821,7,-11.978,1,0.0531,8.77e-05,0.743,0.0781,0.342,129.984,Not Hot,5,0
Security,Freestylers,4NHDT67YFW84LJPbDHdQo5,0.5,0.907,6,-4.805,0,0.0301,0.000335,0.864,0.247,0.483,133.045,Not Hot,5,0
Na Alegria ou na Dor,J Neto,4XWi4zKZ3Z1Hz0aZacJqci,0.445,0.422,7,-9.241,1,0.027,0.581,5.78e-06,0.316,0.309,67.511,Not Hot,6,0
