Song,Artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dataset,kmeans,dbscan
The 02666 Heritage,Gadget,5BsfHrHZtp17H7pVvZqnX4,0.309,0.986,0,-5.062,0,0.163,1.02e-06,0.545,0.287,0.178,117.164,Not Hot,5,0
Jingle Bells,Ella Fitzgerald,08dNxhOkSsdUOaHthtIy91,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,Not Hot,0,0
Break Up,twocolors;Pascal Letoublon,1vLte4KQlCPQsL88uLZ8FE,0.679,0.683,11,-7.739,0,0.112,0.0219,0.0,0.182,0.287,123.064,Not Hot,3,0
ひまわりの約束,Motohiro Hata,45jGOHwYKgsRYbAJ8DR61d,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,Not Hot,2,0
星の王子さま,LOZAREENA,2B83qbOwcgswUOMqJzacNm,0.867,0.504,0,-8.819,1,0.0615,0.217,0.0,0.0721,0.522,100.008,Not Hot,2,0
O Mal Que Habita a Terra,Surra,2O0tL5JDRcnBOEScnYPIDo,0.393,0.994,7,-2.26,1,0.234,0.0264,0.0,0.417,0.389,126.798,Not Hot,7,0
Reality,Lost Frequencies;Janieck,1Mys1gf9SkMBAVGGxpkJ7d,0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,Not Hot,3,0
Rise Again (Defqon.1 2022 Closing Theme),Hard Driver,5U8ciuvj0LDMk9h66NhwzR,0.301,0.863,9,-5.023,0,0.0884,0.0959,0.0146,0.0631,0.159,155.086,Not Hot,7,0
Two Women,Tatiana and Sergey Nikitin,3J4hiQsMvNGbgx9TndlQcU,0.679,0.175,5,-17.052,1,0.111,0.955,0.000158,0.101,0.646,124.477,Not Hot,6,0
Mätä hohtava omena,Stam1na,5wc2XG8uX3XiYJU5k5ZFLP,0.481,0.994,4,-3.823,1,0.117,1.55e-05,0.00702,0.0579,0.343,123.971,Not Hot,7,0
Fashion Monster - Extended Mix,Kyary Pamyu Pamyu,1vz8TjQDnWUBebDuvatD3Z,0.457,0.967,1,-3.705,1,0.0693,0.00897,0.00391,0.109,0.441,160.021,Not Hot,7,0
Plantasia,Mort Garson,2XV5CUyw7gPVi18d718D4f,0.185,0.243,8,-12.646,1,0.0406,0.472,0.00772,0.0966,0.139,85.342,Not Hot,6,0
Gasolina,Daddy Yankee,228BxWXUYQPJrJYHDLOHkj,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,Not Hot,2,0
Business,Rygin King,0wT0KNi31GR129OGmJ6UNx,0.845,0.655,5,-6.857,0,0.201,0.191,0.0,0.0891,0.569,101.212,Not Hot,3,0
The Night,Röyksopp;Alison Goldfrapp,53BuEZN76TDiPYjEjGaUgu,0.663,0.761,8,-8.55,1,0.0451,0.0257,0.758,0.11,0.117,124.008,Not Hot,5,0
Ocean,Rain Sounds,1t3p66VlFQpJzK7Sx497uU,0.183,0.0112,7,-19.413,1,0.33,1.14e-06,0.462,0.39,0.00142,80.403,Not Hot,4,0
Iris,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,Not Hot,7,0
Highway Star - Remastered 2012,Deep Purple,3uMmllZo1AfoEnVT4ENCD3,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,Not Hot,7,0
Daisy,Ashnikko,1u5t2GH0UlonZZaCM34o7x,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.371,0.774,121.876,Not Hot,2,0
I Love It (feat. Charli XCX),Icona Pop;Charli XCX,6HZ9VeI5IRFCNQLXhpF4bq,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,Not Hot,2,0
Patenta,Dvice;El Sica,3dtVijGXNMyi6Vhgsdj3hg,0.478,0.652,11,-4.329,1,0.372,0.00202,0.0,0.366,0.128,88.447,Not Hot,7,0
Salud,Javier Vásquez,4xIZd7KCf5sexX8eLX9768,0.868,0.584,5,-6.386,0,0.077,0.37,6.86e-06,0.205,0.936,97.472,Not Hot,3,0
Kamarikan,From The Vastland,5nxmwuDelvrQPTofGhF6nk,0.289,0.539,10,-7.317,1,0.15,0.000126,0.916,0.111,0.0391,119.898,Not Hot,5,0
Body and Soul,Anita Baker,69aOeHaVpr4dxUWBW6F4Rb,0.532,0.432,8,-10.481,0,0.0387,0.55,0.0,0.0754,0.219,109.112,Not Hot,6,0
A Good Black Leader,Ian Edwards,0RSCTjURrodYARCq8uEmcA,0.64,0.596,6,-13.661,0,0.899,0.796,0.0,0.797,0.624,99.136,Not Hot,1,1
Sedated,Hozier,4C4Pduzp8LfAtQXHAGQWM5,0.66,0.61,9,-5.161,0,0.026,0.2,1.1e-05,0.105,0.29,85.999,Not Hot,3,0
Free Born Man,Jimmy Martin,6n0YI4fgKvj3TpqOq9xc13,0.41,0.744,9,-7.702,1,0.0421,0.665,0.0915,0.152,0.858,131.423,Not Hot,2,0
Quelle Est Cette Odeur Agreable? (Remastered 2014),Traditional;Les Chanteurs de la Vierge,1rqsF8ytUnWqvN94FaENXI,0.278,0.26,3,-17.066,1,0.0529,0.99,0.0256,0.125,0.213,63.188,Not Hot,6,0
Can't Get Enough! - Vocal Club Mix,Soulsearcher,4fRfa7duZ3fyzlK5pzkDQY,0.742,0.973,4,-6.425,0,0.0367,0.000375,0.601,0.346,0.984,128.123,Not Hot,3,0
Gimme Some More,Technikore,0o9QbmX4o2eYF02Y5YoodT,0.4,0.997,2,-3.261,1,0.089,0.00021,0.86,0.276,0.369,171.989,Not Hot,5,0
Willow Tree,Rival;Cadmium;Rosendale,3CdYdWhfe2yCB6gU3neEk6,0.515,0.719,8,-7.38,0,0.0545,0.446,0.0,0.365,0.445,75.024,Not Hot,3,0
Ett slags liv,Lars Winnerbäck,2bsF8h0aj0bgLSgG2FwdeU,0.527,0.634,4,-11.487,0,0.0275,0.637,0.0159,0.107,0.324,99.979,Not Hot,6,0
Summer Moonlight - Club Mix,Bob Sinclar,0HlSPkpyZrgluk5EzAVLmJ,0.693,0.834,10,-4.799,1,0.124,0.00684,2.37e-05,0.838,0.332,127.998,Not Hot,0,0
Diggy Dee - Remix,Charly Black;Sak Noel;Cali Y El Dandee;Tarik Jazzy T Thompson,6WRoMvvjhKsJjWJHXNJxtq,0.762,0.945,11,-0.965,1,0.0904,0.0503,0.0,0.232,0.77,104.929,Not Hot,2,0
Lose Again,Alison Krauss & Union Station,51UU5EgCQOI6Lzwxrl3hLG,0.627,0.411,10,-11.141,1,0.0307,0.898,0.045,0.115,0.794,108.778,Not Hot,6,0
Catalonia,Vance Joy,2Z7jgbfY2gggLzTiwzGVUy,0.399,0.801,4,-4.638,0,0.0544,0.32,0.0,0.308,0.696,199.792,Not Hot,7,0
Choo Lo,The Local Train,2qgXrzJsry4KgYoJCpuaul,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,Not Hot,7,0
青春ゾンビィィズ,Shiritsu Ebisu Chugaku,3X3VinVkJUii3cEJmiowJG,0.585,0.956,7,-3.263,1,0.0763,0.00198,0.00108,0.283,0.579,134.026,Not Hot,7,0
The JSA Fights Back,Lorne Balfe,2JHDQniFoDEKADCmnF4ntb,0.337,0.744,8,-8.267,1,0.0485,0.0151,0.695,0.0813,0.094,133.92,Not Hot,5,0
Heartaches And Hangovers,George Jones,3yTH2SF9KL6mQwVxezaBKN,0.483,0.533,9,-12.519,1,0.0424,0.403,0.0,0.238,0.852,156.817,Not Hot,2,0
Burn,Carrie Hope Fletcher,4KAJHL1c9AGKDxRQFtm0wd,0.431,0.379,2,-8.042,1,0.0575,0.635,0.0,0.185,0.293,140.079,Not Hot,6,0
My Crew,Vybz Kartel,59yBn1TCeZLaDM5C9qoE2S,0.806,0.851,11,-5.03,0,0.0508,0.544,9.05e-06,0.127,0.84,141.022,Not Hot,3,0
Blinding Lights,All Time Low,0ApynGibluWbqKMBTlAaOZ,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-05,0.0743,0.61,171.016,Not Hot,7,0
Pink Lemonade - feat. The Attire,AmPm;The Attire,5O3RQUurL8D4zs7P83ZTMu,0.824,0.59,8,-6.263,1,0.0515,0.562,0.0,0.0894,0.537,115.035,Not Hot,2,0
La Ilaaj,Arijit Singh,5uYHDSKVHfHxBLgYf4H6SH,0.568,0.511,9,-8.57,1,0.0351,0.119,0.0,0.123,0.134,117.972,Not Hot,7,0
Khwahishein,Salim–Sulaiman;Shreya Ghoshal,31TxQlV1owDhlyFiJvMfuW,0.466,0.478,11,-6.221,0,0.0312,0.609,0.0,0.0837,0.107,145.112,Not Hot,6,0
"Requiem in D minor, K.626: 3. Sequentia: Lacrimosa",Wolfgang Amadeus Mozart;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,5cr64yImpnYuMFqQQzIkiY,0.163,0.0785,2,-21.377,1,0.0328,0.979,0.13,0.107,0.047,147.027,Not Hot,4,0
Nu kan du få mig så lätt (Live),Håkan Hellström,18lJtRd5zSqezlKjD5treG,0.166,0.369,7,-16.221,1,0.0516,0.903,0.0,0.972,0.348,69.835,Not Hot,0,0
Canción Mixteca - Qué Lejos Estoy,Cuco Sánchez,1VPaIQKoYh4FzTn8DhGa5P,0.456,0.124,9,-17.432,1,0.065,0.93,2.05e-06,0.11,0.192,133.647,Not Hot,6,0
De vuelta a casa,Brock Ansiolitiko,0OQtMyzTMcvYtul4uGCJPb,0.661,0.697,8,-8.387,1,0.0501,0.32,1.16e-05,0.0922,0.0755,98.02,Not Hot,2,0
Ninavake,Sajeer Koppam,2tvhuc66Zunf3SL4z1XpxT,0.468,0.547,11,-9.975,0,0.0445,0.433,8.81e-05,0.282,0.444,76.612,Not Hot,3,0
Christmas Eve,Justin Bieber,2YJYQ33hpW4gFKVJO66WUU,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657,Not Hot,6,0
猫の名前,Keyakizaka46,2hRMbBiYVCKKNGK4zIZhrj,0.574,0.817,3,-4.627,1,0.0377,0.166,0.0,0.211,0.832,140.99,Not Hot,2,0
Heartache,ONE OK ROCK,0OwEskGUqCMgkSY7JkJS7x,0.415,0.689,1,-6.486,1,0.0302,0.154,0.0,0.0637,0.245,143.043,Not Hot,7,0
Quinta-Feira - Ao Vivo,Charlie Brown Jr.,1w68dw4EgQy5aUgpBuZQVj,0.394,0.834,11,-6.658,1,0.0632,0.142,0.00107,0.919,0.834,147.975,Not Hot,0,0
Foundation,Beenie Man,3kaSSY6ONhwQKwQJlD0NS0,0.788,0.885,10,-4.927,1,0.185,0.123,0.0,0.0458,0.783,92.925,Not Hot,2,0
Kaadu Me Naadum,Sujatha;Mohanlal,4yS9e2XN2pBqDZDUBZImNU,0.814,0.477,11,-6.097,1,0.116,0.891,0.00757,0.322,0.941,113.044,Not Hot,2,0
Etho Sayana,Sachin Warrier,6x92rezeG05zhvtQRyiozs,0.847,0.511,0,-9.699,0,0.0718,0.42,2.81e-05,0.117,0.436,99.996,Not Hot,3,0
Sparkle - English Version,RADWIMPS,2exeLldmRfwD9P0gSBYB9T,0.539,0.508,11,-5.913,1,0.0348,0.56,0.0,0.113,0.277,123.958,Not Hot,6,0
Copal,Oliver Koletzki,2H3YKzC8C18Iz2iq5VhgL3,0.739,0.646,1,-10.847,1,0.0497,0.00502,0.83,0.108,0.0739,108.014,Not Hot,5,0
Lullaby for Doris,August D. Valentine,1oGe3ava1219qN4oDv8J24,0.661,0.0202,11,-21.832,1,0.145,0.986,0.964,0.11,0.293,139.344,Not Hot,4,0
Out of Control - Radio Edit,Ran-D,3Qmh4hlpjSQdw89Usrew3f,0.522,0.93,8,-2.748,0,0.117,0.0159,0.0,0.124,0.215,154.957,Not Hot,7,0
Crank,James Hype,6W9V9PU7R9LRueBQWPUu84,0.846,0.906,1,-5.157,1,0.0468,0.0227,0.883,0.0703,0.325,126.02,Not Hot,5,0
Chhan Ke Mohalla,Pritam;Sunidhi Chauhan;Ritu Pathak,0RM5vou1ZdEtpYuqchUwTA,0.838,0.92,10,-3.734,0,0.178,0.155,7.95e-06,0.392,0.745,104.968,Not Hot,3,0
"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves)",Giuseppe Verdi;Renato Cellini;RCA Victor Orchestra,5DWpngkxAFlle8cYHYeaPs,0.138,0.157,1,-16.728,1,0.0428,0.979,0.87,0.111,0.0554,70.98,Not Hot,4,0
What A Wonderful World,Louis Armstrong,62m6NoHfZeQmH7fxLGHCfS,0.334,0.381,5,-10.121,1,0.0317,0.74,3.63e-06,0.133,0.191,107.156,Not Hot,6,0
"Can't Get Enough Of Your Love, Babe",Barry White,7lhxbliD1eFzb5WWk0LZvO,0.733,0.767,5,-6.967,1,0.0546,0.184,2.11e-05,0.0986,0.787,111.936,Not Hot,2,0
System Majority,Layton Giordani,4wL96O7QlsAKX9fwb2dxqa,0.698,0.916,2,-7.359,1,0.0491,0.00054,0.924,0.102,0.148,128.017,Not Hot,5,0
Sjung högre,Håkan Hellström,0H4v7LA7Yvw6uRe4BbeOsp,0.225,0.276,5,-9.724,1,0.0302,0.871,0.325,0.177,0.107,79.704,Not Hot,6,0
Higher,DJ Fresh;Used;Nikki Ambers,1hyArQROdqFiYRRRWbHJhW,0.494,0.941,9,-3.951,0,0.0442,0.0113,0.127,0.113,0.142,174.056,Not Hot,7,0
At The First Fall Of Snow,Hank Williams,2MwrPYAbIYDTsZ3jtbD6fK,0.61,0.186,2,-13.867,1,0.0294,0.984,1.62e-06,0.349,0.35,114.57,Not Hot,6,0
Paraíso Tropical 2,Dj Victor;Mc Kadu;MC GP;MC Menor da VG;MC Joãozinho VT;Mc Lele JP;Mc IG;MC Ryan SP;MC Cebezinho,34XAmPbubKfCBgKjS0xDEE,0.696,0.46,3,-4.369,0,0.15,0.658,0.0,0.0913,0.717,159.888,Not Hot,3,0
Not Sad Anymore,Clara Mae,1AHa2iLVTyjMisXwg0oMh1,0.675,0.523,1,-7.598,1,0.0444,0.761,3.17e-06,0.109,0.376,94.025,Not Hot,6,0
You Found Me,Saxity;Victor Perry,1autGNlixrJdmUDUEJe70U,0.638,0.758,10,-6.851,1,0.0401,0.328,8.11e-05,0.101,0.51,102.956,Not Hot,2,0
4 AM,Scooter,29f9l4ImBUkA33j8kQBy65,0.554,0.868,0,-4.163,0,0.0949,0.000736,0.0,0.327,0.243,132.009,Not Hot,7,0
Kol Düğmeleri,Barış Manço,4DsjiElZzrVRJZv1nFoqV8,0.257,0.193,0,-18.953,0,0.032,0.761,0.000304,0.0621,0.171,78.461,Not Hot,6,0
Frightened Teeth,Avhath,5FAx0Ro2QOrzA83AFQVHT3,0.175,0.983,0,-4.698,1,0.121,8.78e-06,0.877,0.362,0.107,170.244,Not Hot,5,0
It's Only Make Believe,Billy Fury,1FuZ8H0Ts3799ZNVN5ZcSZ,0.419,0.382,9,-13.438,1,0.0322,0.32,0.0,0.106,0.462,84.185,Not Hot,6,0
Llegan Ya,Millonario,1xwhDD7Ksuzs4bxVNCyYsX,0.874,0.628,1,-6.41,0,0.21,0.0666,1.19e-05,0.15,0.323,113.048,Not Hot,3,0
Arethusa,Little Symphony,29q7PM3L44I9R6yhd234Oy,0.201,0.444,0,-23.991,1,0.132,0.669,0.08,0.367,0.494,129.808,Not Hot,6,0
MOVIE,JUNNY,51kQvG4aghW17VSZKkfxTp,0.583,0.557,3,-4.012,1,0.0494,0.663,0.0,0.374,0.595,73.615,Not Hot,2,0
Canta,Sarah Beatriz,30QU4RJntz98HlLOlkRgew,0.228,0.634,8,-5.333,1,0.0354,0.145,0.0,0.0835,0.111,172.285,Not Hot,7,0
Dona Maria - Ao Vivo,Turma do Pagode;Thiago Brava,5feKaHHoqeanfTtR7hxb4o,0.665,0.666,11,-7.567,1,0.0909,0.645,0.0,0.502,0.916,86.417,Not Hot,2,0
"Rishte Naate - From ""De Dana Dan""",Rahat Fateh Ali Khan;Suzanne D'Mello,6alUOXeJ3T6vi8dkN8QSbi,0.637,0.825,11,-6.612,1,0.0815,0.352,0.0,0.389,0.835,92.029,Not Hot,2,0
Na Tum Jano Na Hum (ReVibe),Ashwin Adwani,0bdsLmlWCuTmFUoW4kswvB,0.611,0.778,9,-4.803,1,0.0326,0.0946,5.04e-06,0.139,0.285,90.024,Not Hot,2,0
I Am Defiant,The Seige,4ePKbzLwkIBslceokt2iXZ,0.477,0.859,6,-3.649,1,0.264,0.0932,0.0,0.71,0.504,125.044,Not Hot,0,0
By Myself,Linkin Park,4SJoEhpI6C61wtUfxSHMGc,0.544,0.935,6,-4.159,0,0.173,0.0171,0.00301,0.297,0.339,103.026,Not Hot,3,0
Millenium,Joachim Pastor,6T5hiZikP7CNI2uXdWYlCg,0.443,0.517,6,-10.019,0,0.0542,0.0372,0.895,0.0702,0.0739,123.978,Not Hot,5,0
94 - Instrumental,Soheil Soheili;Roj,4RSxWEwSQKsO9C90LO0wsN,0.377,0.32,10,-13.342,0,0.0295,0.952,0.579,0.117,0.0344,93.675,Not Hot,4,0
Mozartistic (feat. Orion Weiss & Marley Carroll),Secret Agent 23 Skidoo;Asheville Symphony;Orion Weiss;Marley Carroll,3O7AEx7Juf5Wy5QgldZB7L,0.782,0.874,7,-7.458,1,0.169,0.163,0.0,0.155,0.731,102.955,Not Hot,2,0
Dandelion's Lullaby,Raimu,4TLoYT6uaGydqUQRZ9hlxG,0.682,0.141,2,-19.345,0,0.0616,0.801,0.886,0.112,0.109,93.099,Not Hot,4,0
029,The Reason Y,1wbeMddb6T2wrMKAmOEHbt,0.713,0.964,7,-8.399,1,0.0413,7.1e-05,0.683,0.0946,0.146,132.994,Not Hot,5,0
1 Metro e 65 - Ao Vivo,Sorriso Maroto,2yhtzzLeMc3t0LgtlZMgS8,0.572,0.794,2,-5.159,1,0.0339,0.837,0.0,0.778,0.784,157.977,Not Hot,0,0
Carnival of Rust,Poets of the Fall,2DtPEKs3Pj7E06EoWW4vw8,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,Not Hot,3,0
Perfect War,FGFC820,4UDX4bwjpWco6ZGXx0goQE,0.559,0.929,7,-5.438,1,0.0298,0.000506,0.803,0.52,0.54,131.035,Not Hot,5,0
Los Besos,Greeicy,4icqZpqGF4ZKp0TP1QqsXc,0.678,0.752,11,-4.242,1,0.212,0.071,5.15e-06,0.0963,0.662,167.822,Not Hot,2,0
Qalandar (Original Score),Rahat Fateh Ali Khan,1KgIBPUmEDdjsMwPnGmDKC,0.592,0.629,7,-6.344,1,0.0359,0.779,7.6e-06,0.0888,0.62,149.946,Not Hot,2,0
"Love Me, Baby",Eddie Meduza,6spVhfsEfjAmyYZmBvWS7R,0.684,0.648,10,-12.307,1,0.0278,0.65,0.0,0.265,0.942,121.555,Not Hot,2,0
The Morning Of The Dragon - Live,Miss Saigon Original Cast;Jon Jon Briones;Kwang-Ho Hong,7A5npbhdz5DxCADJ46ldER,0.475,0.528,2,-7.895,0,0.0339,0.504,0.0,0.144,0.226,116.544,Not Hot,6,0
Maddest Life,Rygin King,7n6FiTKMPLDZNjvmhVuxSu,0.764,0.62,2,-6.778,1,0.341,0.511,0.0,0.109,0.36,100.147,Not Hot,2,0
Itsy bitsy spider,Mingmei Hsueh,1oMUYmXy85ZOQGZ2fylBiN,0.452,0.0238,7,-27.5,1,0.0622,0.995,0.966,0.154,0.36,109.71,Not Hot,4,0
Anxious Mind,TSHA;Clementine Douglas,2302Z0DrnuYan1AfNO04bz,0.61,0.886,11,-6.739,0,0.0491,0.0133,0.00138,0.0877,0.81,139.985,Not Hot,3,0
Always,Anton Ishutin,4fs41pRF2wS47OWgCXP13U,0.799,0.528,4,-8.162,0,0.0657,0.0824,0.877,0.113,0.336,119.004,Not Hot,5,0
Higher Level,Elephant Man,5XHQTYC9SQQPEqnhX81p6f,0.601,0.841,1,-4.827,1,0.316,0.245,0.0,0.174,0.772,99.369,Not Hot,2,0
Último Dia - Ao Vivo,Templo Soul;Pregador Luo,5nXrWTKE1GSzZLLP7dqxxj,0.653,0.897,10,-5.939,0,0.161,0.184,0.0,0.541,0.513,91.965,Not Hot,3,0
Yellow Submarine,Sweet Little Band,7K8ynCu1uyHNR23IokFDK5,0.643,0.262,7,-9.201,1,0.0333,0.324,0.0,0.158,0.776,113.051,Not Hot,2,0
Devi Drone,Phunard,2zLMOb6Z01X9PLxl09xJ9t,0.208,0.0187,0,-32.373,0,0.0661,0.971,0.879,0.119,0.458,68.983,Not Hot,4,0
Redenção,Aline Barros,1zqYwPjbHG9klWeR3Q28OG,0.33,0.396,9,-8.793,1,0.0284,0.0648,0.0,0.15,0.138,136.809,Not Hot,7,0
Higher - MKII Remix,DJ Fresh;Used;MKII;Nikki Ambers,4PtMiGdSihNOvxmfnc914T,0.577,0.981,2,-1.699,1,0.0368,0.0522,0.374,0.693,0.146,140.018,Not Hot,0,0
Boy With Luv (Feat. Halsey),BTS;Halsey,07qrA1FxZpXy383wX3IDEb,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,Not Hot,3,0
Te Duele Haberme Perdido,Los Apus,5N47FEM0Y5b4uj0Zo1SqXC,0.832,0.801,3,-3.34,1,0.0429,0.626,5.98e-05,0.24,0.884,104.459,Not Hot,2,0
Gloria (Glee Cast Version) (feat. Adam Lambert),Glee Cast;Adam Lambert,2ai00wzDJkotEhAKqCN93d,0.689,0.884,9,-4.199,1,0.0398,0.00834,0.0,0.27,0.673,133.019,Not Hot,2,0
Please Mister Postman - Remastered 2009,The Beatles,6wfK1R6FoLpmUA9lk5ll4T,0.552,0.644,9,-9.129,1,0.0372,0.675,0.0,0.36,0.961,122.546,Not Hot,2,0
Prologue - Tango Apasionada,Astor Piazzolla,1jFgrIA3dvv2eZwLruIW4G,0.366,0.116,0,-18.619,0,0.0434,0.455,0.745,0.145,0.224,202.564,Not Hot,4,0
Mixed Nuts,Official HIGE DANdism,3RFL9hE5cBocBsjD5XLJLQ,0.542,0.918,6,-5.074,1,0.0937,0.0101,0.0,0.259,0.784,150.094,Not Hot,2,0
Dunkelheit,Burzum,5v3TSHYm8BzbON2u6QBEG7,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,Not Hot,5,0
The Secret Of Christmas,Ella Fitzgerald,2gaVsa8Ifi2w2csnRqNN2F,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,Not Hot,6,0
Only She Knows,Loving,2AXd4r3Y00PjjNxceN3mZm,0.526,0.437,2,-8.084,0,0.0248,0.923,0.839,0.111,0.455,82.106,Not Hot,6,0
Coincidence,Culture Code;Karra,7tR2DV2ex45EX7imBEs3FF,0.605,0.564,6,-9.29,1,0.0328,0.0143,0.0,0.103,0.249,84.993,Not Hot,2,0
Do the Sick,Direct Hit!,6pJ45M2a1OncLUUJGRCjuy,0.411,0.996,1,-2.392,1,0.0946,0.00351,0.236,0.267,0.762,187.933,Not Hot,7,0
Message (Original Version),Masaharu Fukuyama,1BZnc6VaggPnrQyjem5Dpf,0.616,0.791,9,-6.246,1,0.0293,0.0599,3.97e-06,0.318,0.589,126.764,Not Hot,2,0
Te Amo Tanto Que Nem Sei - Ao Vivo,Jorge & Mateus,6MbUPUvlRFfjrjfnqEFvha,0.362,0.695,0,-5.72,1,0.0489,0.274,0.0,0.916,0.466,116.275,Not Hot,0,0
"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",Il Volo,7rOha0V5U1XLSzmcDgsRxy,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,Not Hot,6,0
Dressing up in Other People's Clothes - Bonus Track,Orbital,0OZi21h20OgtJzZQeZCaIm,0.527,0.594,8,-6.698,1,0.0329,0.0207,0.834,0.119,0.106,103.996,Not Hot,5,0
Calafrio - Ao Vivo,Gusttavo Lima,4vONrsV3dTGZbmERrr9kCf,0.593,0.919,4,-1.825,1,0.0494,0.235,0.0,0.865,0.379,138.034,Not Hot,0,0
Let It Snow,Boyz II Men;Brian McKnight,1gqcQWdsH5d141QcxotwfG,0.696,0.462,0,-9.152,1,0.036,0.695,2.47e-05,0.113,0.526,124.377,Not Hot,6,0
Midnight Rites,Witchtrap,54HLmS3LSwbPUGxEbOwxoe,0.206,0.998,11,-6.137,1,0.106,3.29e-06,0.235,0.319,0.241,100.063,Not Hot,7,0
Willst du eine Banane?,Jörg & Dragan (Die Autohändler);Gute Freunde,1TOuUa3PLI3cnPTyP7WMKR,0.791,0.977,0,-1.243,1,0.0616,0.203,0.0,0.3,0.854,94.975,Not Hot,2,0
Haul - Radio Edit,Christian Löffler;Mohna,3sAatKUX1OkCIAkopdMRTU,0.615,0.417,11,-15.441,0,0.0373,0.287,0.862,0.215,0.117,117.982,Not Hot,5,0
Se Não Quer Me Amar - Ao Vivo,Gusttavo Lima,30OMJsnuS3TWACLrf2YggT,0.632,0.884,7,-2.752,1,0.0362,0.198,0.0,0.937,0.655,148.054,Not Hot,0,0
Love,Greyboy;Nino Moschella,0iHvpSHYsp4tSrYlvgEh7l,0.851,0.414,11,-8.518,0,0.0314,0.0498,0.00135,0.11,0.581,102.807,Not Hot,3,0
Uma vida só - Ao vivo,O Rappa,2MlMI8EvmLlWYXVcdfSAxs,0.46,0.898,5,-4.922,0,0.0412,0.0112,0.00108,0.649,0.746,92.148,Not Hot,0,0
Rockin' Around The Christmas Tree,Brenda Lee,5jRqLID0I6gWwnunOBcRY7,0.631,0.569,5,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,Not Hot,3,0
Until I Found You,Stephen Sanchez,6VhuP99TE6gYNQRJIlAWFD,0.346,0.5,10,-6.097,1,0.0388,0.757,0.0,0.189,0.191,202.466,Not Hot,7,0
Windchime,Galaxy 2 Galaxy,3dAGc0wKiD5ejsXVfEzsyT,0.541,0.751,0,-11.164,1,0.0278,0.0152,0.00926,0.156,0.416,130.567,Not Hot,7,0
"Piano Sonata No.14 in C Minor, K. 457: 2c. Adagio - Pt. 3",Wolfgang Amadeus Mozart;Claire-Marie Le Guay,1ghv8smG2wTI2Rhs2eghih,0.325,0.0109,3,-31.406,1,0.0672,0.996,0.876,0.129,0.612,134.0,Not Hot,4,0
Union Civica,Los Muchachos De Antes,70kWchKWK36Uf5cVIoDbgK,0.783,0.432,2,-12.045,1,0.0665,0.835,0.836,0.264,0.721,91.864,Not Hot,6,0
Pot-Pourri: Amor Estou Sofrendo / Que Nem Iôiô / Doce Inimigo - Ao vivo,Jorge Aragão,3pVNmgQ1spL6XFqKsO0RO5,0.47,0.818,1,-10.298,1,0.0441,0.679,0.755,0.756,0.886,104.407,Not Hot,0,0
Perseverança,Xande De Pilares,2RoTNWss4JqUwI1R19rhGW,0.644,0.6,9,-6.682,1,0.177,0.424,0.0,0.0927,0.81,103.469,Not Hot,2,0
"Um Novo Amor ""Good Bye"" (Ao Vivo)",Calcinha Preta,05uEelCxZhQjzYNgAntl45,0.439,0.73,4,-2.324,1,0.0279,0.276,0.0,0.688,0.314,134.858,Not Hot,0,0
修煉愛情,JJ Lin,190kU2WKyIzx9XaBjfWRPk,0.471,0.648,3,-3.968,1,0.0342,0.63,0.0,0.122,0.239,135.053,Not Hot,7,0
Faz Falta - Ao Vivo,Exaltasamba,6XFWri1vmFonMp5eHPY6K0,0.536,0.748,10,-8.23,1,0.0406,0.601,0.0,0.948,0.566,144.051,Not Hot,0,0
